2025060101_006	45.95 	20.71 	25.24 	0.00
2024120101_001	56.69 	26.78 	29.91 	0.00
2024030101_003	59.34 	25.70 	33.64 	0.00
2021030101_011	51.21 	23.90 	28.31 	-1.00
2023070101_005	72.56 	32.53 	40.03 	0.00
2019030101_013	73.08 	34.21 	38.87 	0.00
2019030101_015	69.99 	33.04 	36.95 	0.00
2019120101_003	54.63 	26.98 	28.65 	-1.00
2023050101_004	69.84 	33.59 	36.25 	0.00
2017020101_014	63.39 	29.09 	35.30 	-1.00
2024100101_002	48.95 	25.16 	23.79 	0.00
2022040101_013	60.96 	27.54 	34.42 	-1.00
2017020101_005	49.88 	21.43 	28.45 	0.00
2025160101_007	66.01 	30.20 	35.81 	0.00
2022040101_021	51.79 	26.17 	25.62 	0.00
2016210101_006	50.07 	21.60 	29.47 	-1.00
2024100101_001	60.32 	27.45 	32.87 	0.00
2022040101_015	55.17 	27.05 	29.12 	-1.00
2022100101_003	58.95 	25.33 	33.62 	0.00
2021050101_001	54.91 	27.00 	28.91 	-1.00
2025190101_009	60.07 	26.48 	33.59 	0.00
2019120101_006	71.25 	30.48 	40.77 	0.00
2021130101_001	48.80 	23.03 	25.77 	0.00
2024060101_005	44.94 	19.90 	25.04 	0.00
2021030101_002	46.20 	21.92 	24.28 	0.00
2025040101_001	48.58 	21.52 	27.06 	0.00
2019030101_004	52.45 	24.65 	27.80 	0.00
2024040101_005	54.06 	25.55 	29.51 	-1.00
2018020101_003	66.76 	29.40 	37.36 	0.00
2021100101_002	56.97 	28.45 	28.52 	0.00
2016030101_014	66.69 	30.46 	36.23 	0.00
2023020101_003	65.16 	28.16 	37.00 	0.00
2023020101_004	59.12 	26.55 	32.57 	0.00
2016170101_001	47.01 	20.75 	27.26 	-1.00
2022070101_002	44.35 	22.24 	23.11 	-1.00
2024030101_021	67.64 	31.15 	36.49 	0.00
2025060101_016	47.34 	22.15 	27.19 	-2.00
2019020101_003	66.34 	30.19 	36.15 	0.00
2020040101_002	46.10 	20.51 	25.59 	0.00
2018170101_003	38.59 	17.35 	21.24 	0.00
2024060101_001	42.28 	19.52 	22.76 	0.00
2024090101_005	64.38 	30.68 	33.70 	0.00
2016170101_012	50.17 	22.09 	28.08 	0.00
2025040101_008	51.68 	24.90 	27.78 	-1.00
ID	TotalScore	PCS	TES	TD
2024020101_012	69.48 	33.29 	37.19 	-1.00
2022070101_006	60.19 	27.74 	32.45 	0.00
2023020101_005	68.39 	31.21 	37.18 	0.00
2022100101_006	78.25 	34.81 	43.44 	0.00
2024100101_003	70.28 	31.86 	38.42 	0.00
2019020101_005	74.19 	35.29 	39.90 	-1.00
2022100101_005	64.62 	30.11 	35.51 	-1.00
2021030101_009	43.12 	21.66 	22.46 	-1.00
2024110101_001	51.75 	26.80 	24.95 	0.00
2024030101_009	54.69 	25.94 	28.75 	0.00
2016210101_005	41.26 	17.49 	23.77 	0.00
2024060101_003	41.06 	18.86 	22.20 	0.00
2019120101_004	65.18 	29.01 	36.17 	0.00
2022030101_001	44.95 	23.40 	21.55 	0.00
2024110101_002	52.30 	25.22 	28.08 	-1.00
2018020101_005	65.74 	30.03 	35.71 	0.00
2018170101_009	35.95 	19.08 	18.87 	-2.00
2020020101_009	62.65 	30.66 	31.99 	0.00
2024030101_022	73.53 	34.23 	39.30 	0.00
2021100101_004	54.63 	29.46 	25.17 	0.00
2025060101_007	45.52 	22.90 	23.62 	-1.00
2021140101_007	58.95 	31.14 	28.81 	-1.00
2022030101_014	75.85 	34.98 	40.87 	0.00
2024080101_005	54.01 	27.15 	28.86 	-2.00
2022030101_003	44.45 	23.48 	22.97 	-2.00
2024130101_007	64.82 	30.86 	33.96 	0.00
2024080101_007	68.44 	32.77 	36.67 	-1.00
2017020101_011	74.31 	34.41 	40.90 	-1.00
2021030101_013	54.70 	26.17 	28.53 	0.00
2023030101_011	54.93 	25.45 	29.48 	0.00
2023030101_006	63.40 	28.51 	34.89 	0.00
2024040101_012	67.05 	30.44 	36.61 	0.00
2022070101_003	50.74 	24.33 	26.41 	0.00
2020020101_010	76.36 	35.17 	41.19 	0.00
2024040101_013	53.95 	26.27 	27.68 	0.00
2025190101_005	65.54 	28.39 	37.15 	0.00
2024020101_002	49.79 	23.22 	26.57 	0.00
2024060101_002	43.69 	19.52 	24.17 	0.00
2025160101_002	63.92 	28.34 	35.58 	0.00
2018170101_014	66.30 	28.51 	37.79 	0.00
2025190101_002	39.45 	21.40 	18.05 	0.00
2024020101_010	57.38 	27.37 	31.01 	-1.00
2018170101_013	49.60 	21.65 	27.95 	0.00
2019030101_011	79.24 	36.51 	42.73 	0.00
2016210101_003	54.74 	24.31 	30.43 	0.00
2016210101_007	40.07 	18.91 	22.16 	-1.00
2024060101_017	36.73 	18.58 	19.15 	-1.00
2025040101_014	57.03 	30.12 	27.91 	-1.00
2016170101_004	47.76 	20.65 	28.11 	-1.00
2022030101_011	76.88 	34.77 	42.11 	0.00
2023050101_005	80.47 	36.37 	44.10 	0.00
2025020101_006	65.36 	29.64 	35.72 	0.00
2025040101_007	53.75 	25.05 	29.70 	-1.00
2025060101_020	50.20 	24.03 	26.17 	0.00
2019140101_006	76.81 	35.69 	41.12 	0.00
2025140101_004	77.04 	34.58 	42.46 	0.00
2018020101_001	60.93 	26.78 	34.15 	0.00
2025050101_002	54.74 	27.16 	27.58 	0.00
2024100101_006	69.15 	32.68 	36.47 	0.00
2019030101_001	58.77 	28.65 	31.12 	-1.00
2022030101_005	49.67 	24.25 	25.42 	0.00
2022040101_017	81.58 	37.57 	44.01 	0.00
2018170101_010	49.58 	21.77 	27.81 	0.00
2024020101_005	61.90 	29.19 	33.71 	-1.00
2024020101_003	60.18 	27.98 	33.20 	-1.00
2020020101_003	57.87 	29.68 	28.19 	0.00
2025060101_002	46.23 	20.28 	25.95 	0.00
2024130101_003	61.04 	29.87 	31.17 	0.00
2019020101_006	69.48 	33.62 	36.86 	-1.00
2019030101_017	81.21 	37.07 	44.14 	0.00
2021050101_006	73.77 	35.84 	37.93 	0.00
2025060101_010	50.95 	23.46 	28.49 	-1.00
2025160101_003	66.78 	29.66 	37.12 	0.00
2020040101_013	70.43 	31.10 	39.33 	0.00
2021100101_003	73.98 	33.98 	40.00 	0.00
2016030101_010	45.31 	21.78 	23.53 	0.00
2017020101_002	56.10 	23.94 	33.16 	-1.00
2021030101_010	42.12 	23.85 	20.27 	-2.00
2024080101_004	61.11 	28.21 	32.90 	0.00
2021030101_003	64.67 	31.22 	33.45 	0.00
2024090101_007	60.74 	31.41 	30.33 	-1.00
2017020101_010	73.04 	32.45 	40.59 	0.00
2025060101_001	40.23 	19.00 	21.23 	0.00
2018170101_012	39.71 	19.78 	21.93 	-2.00
2016030101_018	78.18 	36.25 	41.93 	0.00
2022030101_002	50.95 	25.42 	27.53 	-2.00
2021050101_002	65.68 	31.96 	34.72 	-1.00
2020040101_009	42.16 	21.48 	21.68 	-1.00
2024030101_017	66.12 	31.01 	35.11 	0.00
2021140101_003	63.99 	28.34 	35.65 	0.00
2022040101_007	58.80 	25.58 	33.22 	0.00
2018170101_007	46.78 	19.06 	27.72 	0.00
2024130101_002	60.87 	27.63 	33.24 	0.00
2022030101_012	66.29 	31.32 	34.97 	0.00
2021030101_007	53.67 	23.58 	31.09 	-1.00
2025040101_012	56.52 	26.51 	31.01 	-1.00
2025140101_007	81.20 	37.64 	43.56 	0.00
2021130101_002	65.02 	32.92 	32.10 	0.00
2021030101_012	50.99 	25.49 	25.50 	0.00
2016170101_007	48.55 	19.83 	28.72 	0.00
2023020101_006	60.07 	27.94 	32.13 	0.00
2022070101_001	46.80 	22.85 	23.95 	0.00
2023030101_013	65.23 	29.17 	37.06 	-1.00
2021140101_008	73.64 	35.81 	37.83 	0.00
2021140101_002	64.97 	28.98 	35.99 	0.00
2024020101_011	65.61 	33.16 	32.45 	0.00
2024060101_011	62.33 	26.54 	35.79 	0.00
2025140101_001	66.85 	33.18 	33.67 	0.00
2025190101_006	36.27 	17.52 	18.75 	0.00
2019030101_019	73.96 	34.26 	39.70 	0.00
2025050101_001	64.57 	30.31 	34.26 	0.00
2018170101_001	42.35 	19.31 	23.04 	0.00
2021140101_001	69.39 	30.34 	39.05 	0.00
2022030101_009	60.28 	29.62 	30.66 	0.00
2017020101_013	70.89 	31.08 	39.81 	0.00
2020040101_008	51.47 	23.50 	27.97 	0.00
2024090101_001	41.50 	21.61 	21.89 	-2.00
2019120101_007	68.20 	32.20 	37.00 	-1.00
2020040101_011	48.78 	22.49 	26.29 	0.00
2023030101_003	43.82 	22.60 	22.22 	-1.00
2016210101_009	42.61 	16.55 	26.06 	0.00
2021030101_004	56.13 	24.01 	32.12 	0.00
2019120101_008	72.73 	33.50 	39.23 	0.00
2025050101_003	73.67 	33.21 	40.46 	0.00
2020040101_005	49.34 	22.04 	28.30 	-1.00
2018100101_007	73.48 	33.43 	40.05 	0.00
2024020101_009	58.79 	28.99 	30.80 	-1.00
2021100101_006	78.40 	35.48 	42.92 	0.00
2022030101_010	60.79 	28.51 	32.28 	0.00
2021030101_020	59.95 	31.97 	28.98 	-1.00
2021100101_007	75.78 	36.20 	40.58 	-1.00
2023030101_014	44.74 	22.13 	22.61 	0.00
2024020101_007	58.50 	27.21 	31.29 	0.00
2024110101_008	75.89 	34.19 	41.70 	0.00
2019140101_005	80.14 	34.78 	45.36 	0.00
2024130101_008	73.23 	34.15 	39.08 	0.00
2021030101_019	64.01 	29.80 	34.21 	0.00
2025020101_002	61.94 	27.63 	34.31 	0.00
2017020101_001	45.81 	21.23 	24.58 	0.00
2024110101_003	54.33 	26.12 	29.21 	-1.00
2022020101_004	65.42 	30.09 	35.33 	0.00
2023030101_012	61.24 	26.03 	35.21 	0.00
2019020101_008	74.66 	33.72 	40.94 	0.00
2025040101_004	52.11 	24.23 	27.88 	0.00
2022020101_001	55.40 	25.98 	30.42 	-1.00
2019030101_014	66.93 	32.12 	35.81 	-1.00
2022040101_020	56.24 	24.89 	31.35 	0.00
2024040101_010	42.66 	23.08 	20.58 	-1.00
2016030101_013	72.00 	32.71 	39.29 	0.00
2024110101_004	60.45 	27.64 	32.81 	0.00
2022030101_006	48.66 	23.62 	26.04 	-1.00
2017020101_004	62.58 	27.39 	35.19 	0.00
2016030101_012	65.32 	29.06 	36.26 	0.00
2024080101_001	42.67 	24.22 	21.45 	-3.00
2022070101_004	63.62 	27.23 	36.39 	0.00
2024040101_018	64.87 	31.11 	33.76 	0.00
2025200101_001	62.67 	29.60 	33.07 	0.00
2024030101_008	59.50 	28.49 	31.01 	0.00
2019030101_007	53.70 	25.17 	28.53 	0.00
2024070101_005	76.72 	34.48 	42.24 	0.00
2022100101_004	55.36 	27.10 	28.26 	0.00
2025140101_006	70.63 	33.12 	37.51 	0.00
2021030101_014	59.41 	29.09 	31.32 	-1.00
2017020101_012	58.14 	26.29 	31.85 	0.00
2025020101_010	69.66 	33.16 	36.50 	0.00
2021130101_003	69.46 	32.20 	39.26 	-2.00
2025060101_008	48.28 	21.12 	27.16 	0.00
2024060101_006	46.02 	21.60 	24.42 	0.00
2022040101_008	54.40 	26.04 	29.36 	-1.00
2023030101_001	50.32 	22.10 	28.22 	0.00
2024040101_014	65.29 	29.26 	36.03 	0.00
2024120101_005	61.31 	28.26 	33.05 	0.00
2024040101_008	48.23 	23.80 	25.43 	-1.00
2024030101_004	49.54 	23.70 	26.84 	-1.00
2016170101_006	62.94 	26.91 	36.03 	0.00
2019140101_001	68.74 	32.69 	36.05 	0.00
2025160101_004	67.39 	30.26 	37.13 	0.00
2025060101_013	45.19 	21.52 	23.67 	0.00
2025140101_003	74.38 	34.31 	40.07 	0.00
2020040101_018	74.92 	32.90 	42.02 	0.00
2025020101_007	62.90 	27.84 	35.06 	0.00
2020040101_004	58.43 	25.40 	33.03 	0.00
2024100101_004	58.17 	28.06 	30.11 	0.00
2023050101_001	60.55 	26.14 	34.41 	0.00
2024030101_016	63.35 	29.13 	34.22 	0.00
2025060101_011	55.81 	24.85 	30.96 	0.00
2022040101_009	55.15 	24.80 	30.35 	0.00
2023030101_008	58.12 	25.14 	32.98 	0.00
2024040101_017	61.52 	30.65 	30.87 	0.00
2019030101_010	63.65 	30.03 	33.62 	0.00
2025060101_014	55.05 	26.50 	28.55 	0.00
2022040101_002	51.11 	24.18 	26.93 	0.00
2019030101_005	59.84 	27.38 	32.46 	0.00
2018170101_011	50.29 	21.97 	28.32 	0.00
2022040101_011	60.65 	27.59 	34.06 	-1.00
2018100101_002	52.35 	24.59 	27.76 	0.00
2020040101_015	50.96 	23.94 	27.02 	0.00
2022040101_001	46.34 	22.71 	24.63 	-1.00
2019140101_004	67.74 	31.00 	36.74 	0.00
2023050101_002	63.60 	29.21 	34.39 	0.00
2016170101_011	47.50 	22.28 	26.22 	-1.00
2024090101_003	64.08 	29.69 	34.39 	0.00
2022020101_003	64.47 	29.29 	35.18 	0.00
2016030101_015	60.01 	28.50 	32.51 	-1.00
2020020101_008	75.96 	34.39 	41.57 	0.00
2019030101_002	52.02 	25.29 	26.73 	0.00
2021140101_005	58.53 	29.20 	30.33 	-1.00
2020020101_005	62.97 	28.89 	34.08 	0.00
2022040101_004	48.77 	23.05 	26.72 	-1.00
2025020101_009	69.79 	31.44 	38.35 	0.00
2025190101_003	58.22 	26.83 	31.39 	0.00
2024030101_002	56.24 	25.09 	31.15 	0.00
2021030101_016	64.94 	31.57 	34.37 	-1.00
2016030101_002	68.17 	29.89 	38.28 	0.00
2024020101_006	60.72 	30.17 	31.55 	-1.00
2025060101_012	57.38 	25.18 	32.20 	0.00
2018170101_016	34.23 	17.34 	16.89 	0.00
2021050101_004	65.82 	31.16 	35.66 	-1.00
2018020101_006	64.50 	31.06 	33.44 	0.00
2024040101_001	52.49 	24.22 	28.27 	0.00
2021030101_008	64.37 	29.40 	34.97 	0.00
2020020101_004	67.76 	30.29 	37.47 	0.00
2023070101_006	71.22 	32.68 	38.54 	0.00
2021140101_004	73.91 	33.72 	40.19 	0.00
2016170101_010	49.45 	20.95 	28.50 	0.00
2022040101_006	56.04 	25.71 	30.33 	0.00
2022030101_004	49.52 	24.46 	27.06 	-2.00
2023050101_006	82.25 	36.87 	45.38 	0.00
2024060101_013	55.67 	24.79 	30.88 	0.00
2023070101_003	70.30 	32.07 	38.23 	0.00
2025040101_002	54.62 	24.55 	30.07 	0.00
2021130101_005	61.68 	31.80 	30.88 	-1.00
2024120101_008	77.79 	35.38 	42.41 	0.00
2024070101_001	65.80 	30.83 	34.97 	0.00
2024130101_004	52.16 	26.89 	25.27 	0.00
2025200101_004	59.43 	27.46 	31.97 	0.00
2024130101_006	64.81 	29.51 	35.30 	0.00
2024100101_007	67.37 	30.73 	36.64 	0.00
2023020101_002	56.10 	25.07 	31.03 	0.00
2025040101_016	60.95 	31.12 	29.83 	0.00
2023050101_003	70.20 	32.07 	38.13 	0.00
2025190101_007	58.09 	26.39 	31.70 	0.00
2021030101_015	38.79 	21.46 	18.33 	-1.00
2024070101_003	72.26 	32.02 	40.24 	0.00
2024030101_010	72.02 	31.97 	40.05 	0.00
2022130101_001	52.84 	25.61 	27.23 	0.00
2019030101_016	67.29 	32.89 	34.40 	0.00
2020040101_006	46.79 	22.89 	24.90 	-1.00
2016030101_016	77.13 	37.16 	39.97 	0.00
2020040101_001	45.54 	21.33 	25.21 	-1.00
2024040101_003	53.61 	24.91 	28.70 	0.00
2024030101_018	62.86 	30.64 	32.22 	0.00
2016030101_003	59.76 	27.39 	32.37 	0.00
2022040101_005	52.78 	24.03 	29.75 	-1.00
2017020101_003	41.06 	19.96 	22.10 	-1.00
2016030101_004	66.06 	29.88 	36.18 	0.00
2016210101_008	52.24 	23.11 	29.13 	0.00
2024060101_015	41.97 	19.52 	22.45 	0.00
2024110101_006	61.29 	28.50 	33.79 	-1.00
2018170101_008	52.24 	23.91 	28.33 	0.00
2018170101_017	66.01 	27.37 	38.64 	0.00
2024120101_004	68.64 	31.59 	37.05 	0.00
2021030101_005	44.75 	21.58 	26.17 	-3.00
2016170101_008	50.38 	21.12 	29.26 	0.00
2025020101_008	70.32 	32.44 	37.88 	0.00
2024080101_002	55.14 	25.45 	29.69 	0.00
2019140101_003	61.84 	29.42 	32.42 	0.00
2025040101_005	55.18 	25.33 	29.85 	0.00
2019020101_007	67.49 	32.60 	34.89 	0.00
2021100101_001	64.95 	28.98 	35.97 	0.00
2024080101_006	66.90 	30.73 	36.17 	0.00
2016030101_008	74.22 	34.24 	39.98 	0.00
2025040101_010	60.31 	26.96 	33.35 	0.00
2025060101_017	46.49 	23.16 	24.33 	-1.00
2023020101_008	71.19 	34.28 	37.91 	-1.00
2024080101_008	72.43 	33.16 	39.27 	0.00
2025020101_005	50.95 	25.00 	25.95 	0.00
2019030101_018	68.67 	35.06 	34.61 	-1.00
2023030101_002	49.59 	21.66 	27.93 	0.00
2021030101_023	71.32 	34.78 	37.54 	-1.00
2016030101_017	71.37 	32.80 	39.57 	-1.00
2016210101_004	60.39 	24.66 	35.73 	0.00
2024110101_007	67.43 	31.68 	35.75 	0.00
2024070101_002	68.91 	32.21 	36.70 	0.00
2024030101_012	60.18 	28.41 	31.77 	0.00
2016210101_002	63.93 	25.75 	38.18 	0.00
2024060101_014	71.53 	31.63 	39.90 	0.00
2024060101_004	45.83 	20.15 	25.68 	0.00
2017020101_006	50.48 	21.83 	28.65 	0.00
2024020101_008	59.89 	29.68 	31.21 	-1.00
2019120101_005	55.06 	26.14 	29.92 	-1.00
2019030101_009	53.16 	26.22 	27.94 	-1.00
2018100101_008	67.70 	31.83 	35.87 	0.00
2022130101_002	50.84 	24.69 	27.15 	-1.00
2023030101_015	60.98 	28.03 	32.95 	0.00
2025020101_003	57.29 	27.64 	29.65 	0.00
2024030101_005	49.70 	23.31 	27.39 	-1.00
2024070101_006	76.27 	35.49 	40.78 	0.00
2024060101_010	46.58 	21.38 	25.20 	0.00
2024040101_009	56.79 	25.97 	30.82 	0.00
2020040101_007	51.03 	21.92 	29.11 	0.00
2025200101_003	67.31 	30.32 	36.99 	0.00
2024020101_001	53.66 	23.89 	29.77 	0.00
2018100101_003	55.37 	23.66 	31.71 	0.00
2016210101_001	36.13 	16.83 	20.30 	-1.00
2020020101_001	47.34 	21.24 	26.10 	0.00
2025160101_001	61.27 	28.26 	33.01 	0.00
2025050101_006	74.10 	34.73 	39.37 	0.00
2025060101_015	69.18 	31.92 	37.26 	0.00
2025160101_008	54.14 	27.73 	27.41 	-1.00
2017020101_009	69.10 	31.01 	38.09 	0.00
2020040101_019	82.34 	36.41 	45.93 	0.00
2024060101_007	55.37 	24.12 	31.25 	0.00
2025040101_018	71.59 	34.12 	38.47 	-1.00
2022130101_007	67.39 	30.07 	37.32 	0.00
2019030101_012	75.51 	34.23 	41.28 	0.00
2023020101_007	66.96 	31.77 	36.19 	-1.00
2025050101_004	66.65 	32.68 	33.97 	0.00
2022040101_012	61.93 	28.50 	34.43 	-1.00
